show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,date_added_parsed,duration_minutes,genre
s00117,TV Show,Sample Title 117,David Fincher,"Tom Holland, Jacob Batalon",Canada,"December 21, 2020",2018,TV-14,5 Season,Romantic Movies,An uplifting story about friendship and resilience.,2018-01-01,900,Romantic Movies
s00118,TV Show,Sample Title 118,David Fincher,"Scarlett Johansson, Florence Pugh",South Korea,"February 16, 2018",1997,NR,6 Season,Comedies,A high-octane adventure across continents.,1997-01-01,1080,Comedies
s00119,Movie,Sample Title 119,Denis Villeneuve,"Tom Holland, Jacob Batalon",Canada,"May 30, 2017",2003,PG-13,76 min,Sci-Fi & Fantasy,A high-octane adventure across continents.,2003-01-01,76,Sci-Fi & Fantasy
s00120,Movie,Sample Title 120,Bong Joon-ho,"Meryl Streep, Anne Hathaway",Unknown,"September 07, 2022",1990,PG,99 min,Documentaries,A documentary exploring the hidden corners of the world.,1990-01-01,99,Documentaries
s00121,TV Show,Sample Title 121,Taika Waititi,"Robert Downey Jr., Chris Evans",United Kingdom,"March 01, 2016",2012,TV-14,2 Season,Reality TV,A romantic story that challenges destiny.,2012-01-01,360,Reality TV
s00122,Movie,Sample Title 122,Quentin Tarantino,"Robert Downey Jr., Chris Evans",United Kingdom,"September 20, 2020",2023,PG-13,92 min,Comedies,A crime saga revealing deep corruption.,2023-01-01,92,Comedies
s00123,TV Show,Sample Title 123,Sofia Coppola,"Zendaya, Timothée Chalamet",Japan,"August 25, 2021",2004,TV-MA,9 Season,Sci-Fi & Fantasy,A heartwarming family movie filled with emotions.,2004-01-01,1620,Sci-Fi & Fantasy
s00124,TV Show,Sample Title 124,David Fincher,"Mahershala Ali, Jharrel Jerome",Australia,"October 12, 2020",1996,NR,1 Season,Crime TV Shows,An uplifting story about friendship and resilience.,1996-01-01,180,Crime TV Shows
s00125,Movie,Sample Title 125,Sofia Coppola,"Meryl Streep, Anne Hathaway",India,"May 31, 2017",2007,G,111 min,Horror Movies,A reality show full of surprises.,2007-01-01,111,Horror Movies
s00126,TV Show,Sample Title 126,Martin Scorsese,"Zendaya, Timothée Chalamet",Unknown,"November 14, 2023",1997,TV-14,20 Seasons,Horror Movies,A crime saga revealing deep corruption.,1997-01-01,3600,Horror Movies
s00127,Movie,Sample Title 127,Bong Joon-ho,"Mahershala Ali, Jharrel Jerome",Australia,"August 30, 2020",1996,G,122 min,Horror Movies,A romantic story that challenges destiny.,1996-01-01,122,Horror Movies
s00128,TV Show,Sample Title 128,Taika Waititi,"Mahershala Ali, Jharrel Jerome",India,"January 08, 2017",1995,PG-13,5 Seasons,Horror Movies,An uplifting story about friendship and resilience.,1995-01-01,900,Horror Movies
s00129,TV Show,Sample Title 129,David Fincher,"Shah Rukh Khan, Kajol",Brazil,"April 19, 2022",2011,PG-13,9 Season,Horror Movies,A romantic story that challenges destiny.,2011-01-01,1620,Horror Movies
s00130,TV Show,Sample Title 130,Quentin Tarantino,"Shah Rukh Khan, Kajol",South Korea,"December 11, 2019",1996,TV-14,1 Season,Documentaries,A crime saga revealing deep corruption.,1996-01-01,180,Documentaries
s00131,Movie,Sample Title 131,Bong Joon-ho,"Kangana Ranaut, Rajkummar Rao",France,"April 15, 2017",2007,TV-14,83 min,Horror Movies,A futuristic sci-fi with stunning visuals.,2007-01-01,83,Horror Movies
s00132,Movie,Sample Title 132,Unknown,"Priyanka Chopra, Dev Patel",United States,"January 08, 2018",2007,PG,147 min,Romantic Movies,A romantic story that challenges destiny.,2007-01-01,147,Romantic Movies
s00133,Movie,Sample Title 133,Wes Anderson,"Meryl Streep, Anne Hathaway",Spain,"May 16, 2023",2015,PG-13,93 min,Documentaries,A gripping tale of ambition and betrayal.,2015-01-01,93,Documentaries
s00134,Movie,Sample Title 134,Greta Gerwig,"Scarlett Johansson, Florence Pugh",Australia,"February 01, 2021",2011,R,137 min,Romantic Movies,A heartwarming family movie filled with emotions.,2011-01-01,137,Romantic Movies
s00135,TV Show,Sample Title 135,Sofia Coppola,"Zendaya, Timothée Chalamet",United States,"September 29, 2017",2000,TV-MA,10 Season,Comedies,A heartwarming family movie filled with emotions.,2000-01-01,1800,Comedies
s00136,TV Show,Sample Title 136,Sofia Coppola,"Mahershala Ali, Jharrel Jerome",Australia,"January 23, 2019",2003,PG-13,8 Season,Romantic Movies,A chilling horror that keeps you on edge.,2003-01-01,1440,Romantic Movies
s00137,Movie,Sample Title 137,Taika Waititi,"Shah Rukh Khan, Kajol",Japan,"November 28, 2021",2009,TV-MA,106 min,Action & Adventure,A chilling horror that keeps you on edge.,2009-01-01,106,Action & Adventure
s00138,Movie,Sample Title 138,Greta Gerwig,"Priyanka Chopra, Dev Patel",Canada,"July 16, 2017",2006,PG,70 min,Romantic Movies,An uplifting story about friendship and resilience.,2006-01-01,70,Romantic Movies
s00139,Movie,Sample Title 139,Patty Jenkins,"Scarlett Johansson, Florence Pugh",United Kingdom,"June 13, 2017",2014,TV-14,133 min,Sci-Fi & Fantasy,A futuristic sci-fi with stunning visuals.,2014-01-01,133,Sci-Fi & Fantasy
s00140,TV Show,Sample Title 140,Patty Jenkins,"Robert Downey Jr., Chris Evans",Australia,"March 17, 2016",2019,PG-13,28 Seasons,Romantic Movies,A reality show full of surprises.,2019-01-01,5040,Romantic Movies
s00141,TV Show,Sample Title 141,Quentin Tarantino,"Zendaya, Timothée Chalamet",Australia,"March 26, 2016",2010,R,7 Season,Reality TV,A crime saga revealing deep corruption.,2010-01-01,1260,Reality TV
s00142,TV Show,Sample Title 142,Ava DuVernay,"Rami Malek, Lucy Boynton",Australia,"August 09, 2022",2015,PG-13,28 Seasons,Horror Movies,A heartwarming family movie filled with emotions.,2015-01-01,5040,Horror Movies
s00143,TV Show,Sample Title 143,Christopher Nolan,"Zendaya, Timothée Chalamet",Brazil,"February 06, 2023",1997,TV-14,25 Seasons,Romantic Movies,A romantic story that challenges destiny.,1997-01-01,4500,Romantic Movies
s00144,Movie,Sample Title 144,Ava DuVernay,"Meryl Streep, Anne Hathaway",South Korea,"March 19, 2018",2001,R,100 min,Comedies,A documentary exploring the hidden corners of the world.,2001-01-01,100,Comedies
s00145,TV Show,Sample Title 145,Denis Villeneuve,"Shah Rukh Khan, Kajol",Japan,"August 21, 2023",2010,G,19 Seasons,Documentaries,A crime saga revealing deep corruption.,2010-01-01,3420,Documentaries
s00146,Movie,Sample Title 146,Nisha Patel,"Priyanka Chopra, Dev Patel",Unknown,"January 30, 2019",1993,G,130 min,Sci-Fi & Fantasy,An uplifting story about friendship and resilience.,1993-01-01,130,Sci-Fi & Fantasy
s00147,TV Show,Sample Title 147,David Fincher,"Tom Holland, Jacob Batalon",South Korea,"November 10, 2016",1995,TV-PG,2 Seasons,Crime TV Shows,A reality show full of surprises.,1995-01-01,360,Crime TV Shows
s00148,Movie,Sample Title 148,Unknown,"Shah Rukh Khan, Kajol",Germany,"February 10, 2018",2010,NR,127 min,Sci-Fi & Fantasy,A documentary exploring the hidden corners of the world.,2010-01-01,127,Sci-Fi & Fantasy
s00149,Movie,Sample Title 149,Ava DuVernay,"Tom Holland, Jacob Batalon",Mexico,"December 11, 2016",2022,R,127 min,"Dramas, International Movies",A high-octane adventure across continents.,2022-01-01,127,Dramas
s00149,Movie,Sample Title 149,Ava DuVernay,"Tom Holland, Jacob Batalon",Mexico,"December 11, 2016",2022,R,127 min,"Dramas, International Movies",A high-octane adventure across continents.,2022-01-01,127,International Movies
s00150,TV Show,Sample Title 150,Karan Johar,"Shah Rukh Khan, Kajol",United Kingdom,"January 30, 2020",2013,PG,9 Season,Horror Movies,A chilling horror that keeps you on edge.,2013-01-01,1620,Horror Movies
s00151,TV Show,Sample Title 151,Denis Villeneuve,"Tom Holland, Jacob Batalon",India,"September 12, 2019",1996,TV-PG,1 Season,Children & Family Movies,A heartwarming family movie filled with emotions.,1996-01-01,180,Children & Family Movies
s00152,Movie,Sample Title 152,Ava DuVernay,"Shah Rukh Khan, Kajol",Germany,"August 02, 2017",2012,PG,112 min,Horror Movies,A documentary exploring the hidden corners of the world.,2012-01-01,112,Horror Movies
s00153,Movie,Sample Title 153,Karan Johar,"Scarlett Johansson, Florence Pugh",Germany,"September 07, 2019",1998,PG-13,109 min,Horror Movies,A futuristic sci-fi with stunning visuals.,1998-01-01,109,Horror Movies
s00154,TV Show,Sample Title 154,Christopher Nolan,"Rami Malek, Lucy Boynton",France,"June 14, 2021",2002,TV-14,10 Seasons,Documentaries,A documentary exploring the hidden corners of the world.,2002-01-01,1800,Documentaries
s00155,Movie,Sample Title 155,Wes Anderson,"Zendaya, Timothée Chalamet",Brazil,"January 19, 2022",2023,TV-MA,107 min,Romantic Movies,A reality show full of surprises.,2023-01-01,107,Romantic Movies
s00156,Movie,Sample Title 156,Martin Scorsese,"Meryl Streep, Anne Hathaway",United Kingdom,"January 10, 2018",2000,NR,146 min,"Dramas, International Movies",A chilling horror that keeps you on edge.,2000-01-01,146,Dramas
s00156,Movie,Sample Title 156,Martin Scorsese,"Meryl Streep, Anne Hathaway",United Kingdom,"January 10, 2018",2000,NR,146 min,"Dramas, International Movies",A chilling horror that keeps you on edge.,2000-01-01,146,International Movies
s00157,TV Show,Sample Title 157,Nisha Patel,"Shah Rukh Khan, Kajol",South Korea,"January 12, 2021",2004,TV-14,4 Season,Children & Family Movies,A crime saga revealing deep corruption.,2004-01-01,720,Children & Family Movies
s00158,Movie,Sample Title 158,Taika Waititi,"Shah Rukh Khan, Kajol",Japan,"March 06, 2021",2008,TV-PG,117 min,Sci-Fi & Fantasy,A futuristic sci-fi with stunning visuals.,2008-01-01,117,Sci-Fi & Fantasy
s00159,TV Show,Sample Title 159,Denis Villeneuve,"Shah Rukh Khan, Kajol",United Kingdom,"October 21, 2018",1993,NR,4 Season,Romantic Movies,A futuristic sci-fi with stunning visuals.,1993-01-01,720,Romantic Movies
s00160,Movie,Sample Title 160,Wes Anderson,"Zendaya, Timothée Chalamet",South Korea,"December 09, 2016",2000,PG,136 min,Crime TV Shows,A futuristic sci-fi with stunning visuals.,2000-01-01,136,Crime TV Shows
s00161,Movie,Sample Title 161,Ava DuVernay,"Rami Malek, Lucy Boynton",Japan,"December 02, 2019",1991,TV-PG,125 min,"Dramas, International Movies",A chilling horror that keeps you on edge.,1991-01-01,125,Dramas
s00161,Movie,Sample Title 161,Ava DuVernay,"Rami Malek, Lucy Boynton",Japan,"December 02, 2019",1991,TV-PG,125 min,"Dramas, International Movies",A chilling horror that keeps you on edge.,1991-01-01,125,International Movies
s00162,TV Show,Sample Title 162,Bong Joon-ho,"Rami Malek, Lucy Boynton",United States,"July 29, 2019",1996,G,3 Seasons,Documentaries,A documentary exploring the hidden corners of the world.,1996-01-01,540,Documentaries
s00163,Movie,Sample Title 163,Unknown,"Mahershala Ali, Jharrel Jerome",Mexico,"July 22, 2017",2020,NR,106 min,Reality TV,A gripping tale of ambition and betrayal.,2020-01-01,106,Reality TV
s00164,Movie,Sample Title 164,Quentin Tarantino,"Rami Malek, Lucy Boynton",United Kingdom,"February 25, 2022",2023,TV-PG,72 min,Comedies,A heartwarming family movie filled with emotions.,2023-01-01,72,Comedies
s00165,Movie,Sample Title 165,Ava DuVernay,"Robert Downey Jr., Chris Evans",Canada,"September 15, 2020",2019,PG-13,108 min,Comedies,A crime saga revealing deep corruption.,2019-01-01,108,Comedies
s00166,Movie,Sample Title 166,Karan Johar,"Shah Rukh Khan, Kajol",Canada,"August 11, 2017",2008,TV-PG,150 min,"Dramas, International Movies",A reality show full of surprises.,2008-01-01,150,Dramas
s00166,Movie,Sample Title 166,Karan Johar,"Shah Rukh Khan, Kajol",Canada,"August 11, 2017",2008,TV-PG,150 min,"Dramas, International Movies",A reality show full of surprises.,2008-01-01,150,International Movies
s00167,TV Show,Sample Title 167,Christopher Nolan,"Zendaya, Timothée Chalamet",Brazil,"January 17, 2020",1994,TV-MA,14 Seasons,Horror Movies,A crime saga revealing deep corruption.,1994-01-01,2520,Horror Movies
s00168,Movie,Sample Title 168,Martin Scorsese,"Tom Holland, Jacob Batalon",South Korea,"March 07, 2016",2012,PG-13,151 min,Romantic Movies,A high-octane adventure across continents.,2012-01-01,151,Romantic Movies
s00169,Movie,Sample Title 169,Patty Jenkins,"Tom Holland, Jacob Batalon",United Kingdom,"June 30, 2016",2012,G,144 min,Documentaries,A crime saga revealing deep corruption.,2012-01-01,144,Documentaries
s00170,TV Show,Sample Title 170,Ava DuVernay,"Mahershala Ali, Jharrel Jerome",United States,"April 16, 2019",2002,TV-MA,3 Season,Action & Adventure,A gripping tale of ambition and betrayal.,2002-01-01,540,Action & Adventure
s00171,TV Show,Sample Title 171,Martin Scorsese,"Kangana Ranaut, Rajkummar Rao",Japan,"November 03, 2018",1992,TV-14,9 Season,Children & Family Movies,A romantic story that challenges destiny.,1992-01-01,1620,Children & Family Movies
s00172,Movie,Sample Title 172,Bong Joon-ho,"Priyanka Chopra, Dev Patel",India,"February 16, 2020",2017,TV-PG,153 min,Crime TV Shows,A chilling horror that keeps you on edge.,2017-01-01,153,Crime TV Shows
s00173,TV Show,Sample Title 173,Patty Jenkins,"Mahershala Ali, Jharrel Jerome",France,"October 27, 2021",2007,PG-13,8 Season,Horror Movies,An uplifting story about friendship and resilience.,2007-01-01,1440,Horror Movies
s00174,TV Show,Sample Title 174,Karan Johar,"Priyanka Chopra, Dev Patel",France,"February 24, 2017",1995,G,3 Season,Children & Family Movies,A heartwarming family movie filled with emotions.,1995-01-01,540,Children & Family Movies
s00175,TV Show,Sample Title 175,Christopher Nolan,"Mahershala Ali, Jharrel Jerome",France,"January 05, 2021",1992,G,7 Season,Reality TV,A chilling horror that keeps you on edge.,1992-01-01,1260,Reality TV
s00176,TV Show,Sample Title 176,Ava DuVernay,"Scarlett Johansson, Florence Pugh",France,"October 02, 2021",2000,TV-MA,1 Season,Documentaries,A reality show full of surprises.,2000-01-01,180,Documentaries
s00177,TV Show,Sample Title 177,Greta Gerwig,"Tom Holland, Jacob Batalon",France,"April 17, 2020",1992,R,3 Seasons,Crime TV Shows,A romantic story that challenges destiny.,1992-01-01,540,Crime TV Shows
s00178,TV Show,Sample Title 178,Sofia Coppola,"Meryl Streep, Anne Hathaway",Brazil,"February 12, 2020",2015,G,3 Seasons,Children & Family Movies,A high-octane adventure across continents.,2015-01-01,540,Children & Family Movies
s00179,Movie,Sample Title 179,Patty Jenkins,"Meryl Streep, Anne Hathaway",Japan,"October 21, 2021",2014,PG-13,73 min,Children & Family Movies,A heartwarming family movie filled with emotions.,2014-01-01,73,Children & Family Movies
s00180,TV Show,Sample Title 180,Quentin Tarantino,"Mahershala Ali, Jharrel Jerome",Canada,"May 17, 2017",1998,PG-13,20 Seasons,Crime TV Shows,A documentary exploring the hidden corners of the world.,1998-01-01,3600,Crime TV Shows
s00181,TV Show,Sample Title 181,Taika Waititi,"Tom Holland, Jacob Batalon",Mexico,"September 22, 2016",2008,PG,6 Season,Documentaries,A documentary exploring the hidden corners of the world.,2008-01-01,1080,Documentaries
s00182,TV Show,Sample Title 182,Greta Gerwig,"Meryl Streep, Anne Hathaway",Canada,"July 16, 2021",1991,G,2 Season,Sci-Fi & Fantasy,A reality show full of surprises.,1991-01-01,360,Sci-Fi & Fantasy
s00183,TV Show,Sample Title 183,Christopher Nolan,"Shah Rukh Khan, Kajol",India,"September 26, 2016",2009,TV-PG,18 Seasons,Crime TV Shows,A futuristic sci-fi with stunning visuals.,2009-01-01,3240,Crime TV Shows
s00184,TV Show,Sample Title 184,Ava DuVernay,"Meryl Streep, Anne Hathaway",France,"March 16, 2023",1994,NR,10 Season,Crime TV Shows,A futuristic sci-fi with stunning visuals.,1994-01-01,1800,Crime TV Shows
s00185,TV Show,Sample Title 185,Denis Villeneuve,"Kangana Ranaut, Rajkummar Rao",Germany,"August 04, 2022",2001,R,27 Seasons,Horror Movies,A futuristic sci-fi with stunning visuals.,2001-01-01,4860,Horror Movies
s00186,Movie,Sample Title 186,Karan Johar,"Meryl Streep, Anne Hathaway",South Korea,"November 05, 2017",2000,G,85 min,Action & Adventure,A romantic story that challenges destiny.,2000-01-01,85,Action & Adventure
s00187,TV Show,Sample Title 187,Greta Gerwig,"Kangana Ranaut, Rajkummar Rao",South Korea,"May 27, 2017",2009,PG-13,5 Season,Sci-Fi & Fantasy,A documentary exploring the hidden corners of the world.,2009-01-01,900,Sci-Fi & Fantasy
s00188,Movie,Sample Title 188,Taika Waititi,"Shah Rukh Khan, Kajol",Mexico,"October 14, 2022",2011,TV-MA,91 min,"Dramas, International Movies",An uplifting story about friendship and resilience.,2011-01-01,91,Dramas
s00188,Movie,Sample Title 188,Taika Waititi,"Shah Rukh Khan, Kajol",Mexico,"October 14, 2022",2011,TV-MA,91 min,"Dramas, International Movies",An uplifting story about friendship and resilience.,2011-01-01,91,International Movies
s00189,Movie,Sample Title 189,Denis Villeneuve,"Shah Rukh Khan, Kajol",South Korea,"April 21, 2023",2003,TV-PG,152 min,Reality TV,A gripping tale of ambition and betrayal.,2003-01-01,152,Reality TV
s00190,TV Show,Sample Title 190,Quentin Tarantino,"Priyanka Chopra, Dev Patel",Japan,"September 30, 2018",2015,PG,9 Season,Crime TV Shows,An uplifting story about friendship and resilience.,2015-01-01,1620,Crime TV Shows
s00191,Movie,Sample Title 191,Nisha Patel,"Scarlett Johansson, Florence Pugh",Japan,"March 17, 2021",2003,G,90 min,Reality TV,A documentary exploring the hidden corners of the world.,2003-01-01,90,Reality TV
s00192,TV Show,Sample Title 192,Patty Jenkins,"Tom Holland, Jacob Batalon",Australia,"June 19, 2017",2013,PG-13,6 Season,Romantic Movies,A high-octane adventure across continents.,2013-01-01,1080,Romantic Movies
s00193,TV Show,Sample Title 193,Greta Gerwig,"Meryl Streep, Anne Hathaway",India,"July 26, 2016",2008,TV-PG,15 Seasons,Reality TV,A chilling horror that keeps you on edge.,2008-01-01,2700,Reality TV
s00194,Movie,Sample Title 194,Wes Anderson,"Tom Holland, Jacob Batalon",Spain,"July 04, 2019",2002,R,90 min,Crime TV Shows,A futuristic sci-fi with stunning visuals.,2002-01-01,90,Crime TV Shows
s00195,TV Show,Sample Title 195,Nisha Patel,"Robert Downey Jr., Chris Evans",India,"May 29, 2020",2022,NR,10 Seasons,Action & Adventure,A high-octane adventure across continents.,2022-01-01,1800,Action & Adventure
